rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
2180,8631751,K02453.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.530515205,1.6770000e-06,-1.6770000e-06,131.8675060,9.130000e-04,-9.130000e-04,0.8820,0.0590,-0.6620,0.59450,0.05280,-0.05280,6.5970e+02,3.050e+01,-3.050e+01,0.84,1.700e-01,-1.500e-01,608.0,,,32.46,19.25,-11.82,23.20,1,q1_q17_dr25_tce,3462.00,76.00,-69.00,5.004,0.065,-0.065,0.2590,0.0540,-0.0440,294.468480,44.753960,15.630
8342,8652997,K05554.01,,CANDIDATE,CANDIDATE,,0,0,0,0,362.222020000,3.1260000e-02,-3.1260000e-02,385.7380000,6.610000e-02,-6.610000e-02,0.5664,0.0065,-0.5054,14.29000,2.70000,-2.70000,5.2500e+01,1.020e+01,-1.020e+01,0.96,3.300e-01,-2.400e-01,312.0,,,2.25,2.21,-1.11,14.60,1,q1_q16_tce,6113.00,153.00,-159.00,4.168,0.253,-0.211,1.2770,0.4340,-0.3170,300.391940,44.785320,11.189
6422,8655076,K05555.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,42.070868000,4.2490000e-04,-4.2490000e-04,161.0337700,8.340000e-03,-8.340000e-03,0.2878,0.2327,-0.2878,1.29300,0.29300,-0.29300,3.8620e+02,9.380e+01,-9.380e+01,1.82,1.480e+00,-2.300e-01,469.0,,,11.43,31.67,-3.75,5.70,1,q1_q16_tce,5197.00,186.00,-152.00,4.422,0.118,-0.475,0.9380,0.7600,-0.1220,300.951020,44.749180,14.887
1982,8676038,K02410.01,,CANDIDATE,CANDIDATE,,0,0,0,0,186.654354830,,,187.3800339,,,,,,10.51000,,,,,,,,,,,,,,,,,,,,,,,,,,,285.742980,44.857830,15.141
1984,8676038,K02410.02,,CANDIDATE,CANDIDATE,,0,0,0,0,86.593222940,,,201.0035479,,,,,,7.98000,,,,,,,,,,,,,,,,,,,,,,,,,,,285.742980,44.857830,15.141
6449,8678345,K05560.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,364.950680000,1.2380000e-02,-1.2380000e-02,183.7170000,8.120000e-03,-8.120000e-03,0.9571,0.0691,-0.6303,0.63600,0.47900,-0.47900,8.2400e+02,1.300e+02,-1.300e+02,3.69,1.640e+00,-4.900e-01,241.0,,,0.80,1.07,-0.26,5.80,1,q1_q16_tce,5574.00,166.00,-133.00,4.438,0.114,-0.283,0.8840,0.3930,-0.1180,287.035160,44.815739,12.975
1677,8681734,K02340.01,Kepler-1198 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.684785040,3.0770000e-05,-3.0770000e-05,137.6403500,3.580000e-03,-3.580000e-03,0.0450,0.4190,-0.0450,2.44700,0.10500,-0.10500,2.7410e+02,1.470e+01,-1.470e+01,1.47,1.300e-01,-1.100e-01,830.0,,,112.06,29.58,-20.94,21.40,1,q1_q17_dr25_tce,5344.00,85.00,-74.00,4.469,0.070,-0.077,0.9070,0.0810,-0.0660,288.834010,44.838249,14.776
7705,8686442,K07074.01,,CANDIDATE,CANDIDATE,,0,0,0,0,26.855236500,4.8300000e-04,-4.8300000e-04,146.6880000,1.370000e-02,-1.370000e-02,0.8250,0.2064,-0.5623,2.18500,0.52400,-0.52400,1.9420e+02,5.050e+01,-5.050e+01,1.49,6.000e-01,-1.300e-01,618.0,,,34.48,39.95,-9.41,6.70,1,q1_q17_dr24_tce,6045.00,150.00,-190.00,4.494,0.043,-0.043,0.9550,0.3810,-0.0870,290.754940,44.851589,14.958
2584,8703129,K02758.01,,CANDIDATE,CANDIDATE,0.9770,0,0,0,0,253.374581000,1.1400000e-03,-1.1400000e-03,235.7402500,3.570000e-03,-3.570000e-03,0.0280,0.3100,-0.0280,22.88900,0.12400,-0.12400,1.1040e+03,1.280e+01,-1.280e+01,19.25,4.980e+00,-1.163e+01,555.0,,,22.41,17.79,-19.37,99.90,1,q1_q17_dr25_tce,5177.00,163.00,-181.00,3.216,0.578,-0.193,5.9490,1.5410,-3.5950,296.723600,44.853142,11.893
4618,8747009,K04880.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,410.116760000,2.7640000e-02,-2.7640000e-02,328.2965000,3.030000e-02,-3.030000e-02,0.2430,0.2447,-0.2429,13.97000,1.30000,-1.30000,2.1690e+02,2.680e+01,-2.680e+01,1.41,6.500e-01,-2.300e-01,242.0,,,0.81,1.11,-0.30,11.20,,,5587.00,164.00,-135.00,4.372,0.155,-0.284,0.9650,0.4390,-0.1580,289.239870,44.993580,13.736
6478,8747910,K05570.01,,CANDIDATE,CANDIDATE,,0,0,0,0,574.652970000,2.8980000e-02,-2.8980000e-02,365.2946000,5.390000e-02,-5.390000e-02,0.5663,0.2172,-0.4553,4.37000,1.10000,-1.10000,7.2500e+02,2.430e+02,-2.430e+02,2.28,9.700e-01,-1.900e-01,196.0,,,0.35,0.45,-0.08,7.40,1,q1_q16_tce,5596.00,158.00,-143.00,4.553,0.034,-0.276,0.8210,0.3480,-0.0670,289.628140,44.942421,14.789
7816,8804358,K07092.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,62.519211000,3.7850000e-03,-3.7850000e-03,146.4454000,5.440000e-02,-5.440000e-02,0.0810,0.4609,-0.0808,2.52300,0.72500,-0.72500,2.7760e+02,9.360e+01,-9.360e+01,1.90,1.320e+00,-2.000e-01,520.0,,,17.29,37.23,-5.53,6.70,1,q1_q17_dr24_tce,6343.00,158.00,-256.00,4.411,0.052,-0.052,1.1370,0.7850,-0.1190,285.081450,45.023762,15.453
4328,8804937,K04459.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,181.353700000,2.9150000e-02,-2.9150000e-02,190.4847000,8.420000e-02,-8.420000e-02,0.5983,0.0135,-0.5151,16.19000,4.20000,-4.20000,4.5500e+02,1.240e+02,-1.240e+02,2.11,8.800e-01,-1.800e-01,317.0,,,2.39,3.00,-0.66,11.70,,,5900.00,170.00,-206.00,4.509,0.035,-0.304,0.9510,0.3980,-0.0810,285.439970,45.011559,15.914
2802,8827575,K03052.01,,CANDIDATE,CANDIDATE,0.9770,0,0,0,0,10.129562010,9.9480000e-05,-9.9480000e-05,135.9980400,8.490000e-03,-8.490000e-03,0.5440,0.3970,-0.3430,3.04400,0.27400,-0.27400,8.1300e+01,7.700e+00,-7.700e+00,0.78,7.000e-02,-4.000e-02,736.0,,,69.43,21.42,-12.03,12.20,1,q1_q17_dr25_tce,5383.00,107.00,-107.00,4.528,0.042,-0.078,0.8420,0.0840,-0.0450,295.090270,45.081181,13.573
2803,8827575,K03052.02,,CANDIDATE,CANDIDATE,0.8700,0,0,0,0,15.611223800,1.2750000e-04,-1.2750000e-04,144.8735000,7.290000e-03,-7.290000e-03,0.4680,0.4890,-0.2600,3.87300,0.20900,-0.20900,1.1350e+02,8.100e+00,-8.100e+00,0.91,9.000e-02,-5.000e-02,637.0,,,38.99,12.02,-6.76,15.70,2,q1_q17_dr25_tce,5383.00,107.00,-107.00,4.528,0.042,-0.078,0.8420,0.0840,-0.0450,295.090270,45.081181,13.573
5226,8868649,K03927.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,4.447371120,3.3580000e-05,-3.3580000e-05,133.8404800,6.440000e-03,-6.440000e-03,0.9780,0.2930,-0.0270,19.45000,2.30000,-2.30000,2.2440e+02,3.000e+00,-3.000e+00,2.06,5.500e-01,-3.600e-01,1068.0,,,307.65,246.41,-120.48,93.00,1,q1_q17_dr25_tce,5472.00,164.00,-147.00,4.382,0.153,-0.187,0.9810,0.2600,-0.1730,284.396550,45.136040,14.016
7929,8879427,K07104.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,16.313281240,2.1560000e-06,-2.1560000e-06,136.8539810,1.120000e-04,-1.120000e-04,0.7680,0.0100,-0.0020,4.45731,0.00732,-0.00732,7.1589e+04,1.180e+02,-1.180e+02,30.85,9.450e+00,-4.050e+00,747.0,,,73.51,67.63,-24.98,982.30,1,q1_q17_dr25_tce,6008.00,180.00,-198.00,4.440,0.070,-0.210,1.0060,0.3080,-0.1320,289.536680,45.105141,14.524
2415,8884274,K02868.01,Kepler-1374 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.652750540,6.4510000e-05,-6.4510000e-05,136.0899400,5.410000e-03,-5.410000e-03,0.0510,0.4200,-0.0510,2.68400,0.12700,-0.12700,7.4070e+02,4.880e+01,-4.880e+01,2.20,4.900e-01,-1.900e-01,737.0,,,69.81,48.17,-19.50,17.50,1,q1_q17_dr25_tce,5602.00,177.00,-197.00,4.571,0.036,-0.144,0.8170,0.1810,-0.0720,291.349980,45.172272,15.970
2391,8885643,K02789.01,Kepler-1346 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.401656170,1.1210000e-05,-1.1210000e-05,132.0619500,2.580000e-03,-2.580000e-03,0.9060,0.0280,-0.6820,1.96170,0.08460,-0.08460,1.5590e+02,9.000e+00,-9.000e+00,1.34,4.100e-01,-1.300e-01,1236.0,,,552.42,495.04,-158.35,19.90,1,q1_q17_dr25_tce,6177.00,169.00,-188.00,4.516,0.040,-0.216,0.9060,0.2760,-0.0920,291.841310,45.179180,14.497
2038,8890150,K02650.01,Kepler-395 c,CONFIRMED,CANDIDATE,0.9850,0,0,0,0,34.989784700,3.8030000e-04,-3.8030000e-04,144.2091200,9.700000e-03,-9.700000e-03,0.0340,0.4220,-0.0340,4.20800,0.23500,-0.23500,4.9850e+02,4.720e+01,-4.720e+01,1.14,7.000e-02,-1.000e-01,292.0,,,1.71,0.35,-0.42,11.50,1,q1_q17_dr25_tce,3765.00,75.00,-83.00,4.725,0.049,-0.021,0.5210,0.0290,-0.0470,293.511080,45.136589,15.987
2039,8890150,K02650.02,Kepler-395 b,CONFIRMED,CANDIDATE,0.9830,0,0,0,0,7.054294830,4.1320000e-05,-4.1320000e-05,136.1896100,5.190000e-03,-5.190000e-03,0.4800,0.0480,-0.4170,1.71600,0.17100,-0.17100,3.5930e+02,3.920e+01,-3.920e+01,1.00,6.000e-02,-9.000e-02,497.0,,,14.46,2.98,-3.51,11.20,2,q1_q17_dr25_tce,3765.00,75.00,-83.00,4.725,0.049,-0.021,0.5210,0.0290,-0.0470,293.511080,45.136589,15.987
2002,8894646,K02641.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.555579220,2.3570000e-05,-2.3570000e-05,132.7520300,5.350000e-03,-5.350000e-03,0.2690,0.1870,-0.2690,3.24000,0.15900,-0.15900,6.0400e+01,4.500e+00,-4.500e+00,0.84,2.300e-01,-1.500e-01,1270.0,,,615.03,488.45,-247.94,15.50,1,q1_q17_dr25_tce,5839.00,147.00,-161.00,4.337,0.153,-0.187,1.0820,0.2970,-0.1980,294.995850,45.119579,13.845
4945,8905246,K03473.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,27.637147080,6.7610000e-05,-6.7610000e-05,143.9334200,1.930000e-03,-1.930000e-03,0.6690,0.0010,-0.5190,1.72770,0.07160,-0.07160,7.3550e+02,3.250e+01,-3.250e+01,6.96,2.440e+00,-4.530e+00,816.0,,,104.60,112.69,-93.30,27.40,1,q1_q17_dr25_tce,5214.00,173.00,-157.00,3.766,0.750,-0.250,2.4270,0.8500,-1.5790,298.075900,45.189030,13.851
4714,8938937,K04758.01,,FALSE POSITIVE,FALSE POSITIVE,0.4060,1,0,0,0,37.108345800,8.9950000e-04,-8.9950000e-04,166.2453000,1.810000e-02,-1.810000e-02,0.6120,0.3530,-0.3930,4.11200,0.52400,-0.52400,3.6650e+02,5.420e+01,-5.420e+01,1.71,4.400e-01,-1.400e-01,492.0,,,13.84,10.74,-3.72,7.90,3,q1_q17_dr25_tce,5591.00,169.00,-186.00,4.559,0.032,-0.179,0.8600,0.2200,-0.0730,285.801850,45.216831,15.948
4050,8953414,K04332.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.665885440,3.2560000e-05,-3.2560000e-05,131.6037000,1.080000e-02,-1.080000e-02,0.2760,0.1690,-0.2760,5.00400,0.28900,-0.28900,1.6700e+02,1.130e+01,-1.130e+01,0.98,9.000e-02,-1.000e-01,1041.0,,,278.03,103.14,-84.17,17.20,1,q1_q17_dr25_tce,4965.00,176.00,-176.00,4.536,0.078,-0.054,0.7710,0.0710,-0.0790,291.985720,45.211441,15.382
4293,9031703,K04520.01,,CANDIDATE,CANDIDATE,0.9490,0,0,0,0,9.333548600,2.1040000e-04,-2.1040000e-04,137.6177000,1.570000e-02,-1.570000e-02,0.7250,0.2360,-0.5070,6.64300,0.74300,-0.74300,7.1200e+01,7.200e+00,-7.200e+00,1.69,2.900e-01,-3.500e-01,1082.0,,,323.68,151.13,-132.52,11.70,1,q1_q17_dr25_tce,5354.00,88.00,-72.00,3.927,0.150,-0.100,1.8630,0.3210,-0.3920,295.214260,45.324509,14.276
5487,9042357,K01993.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,16.003516790,6.6900000e-05,-6.6900000e-05,146.3881200,3.330000e-03,-3.330000e-03,1.2090,72.3300,-0.4580,4.00100,0.16600,-0.16600,6.6830e+02,2.670e+01,-2.670e+01,18.01,2.090e+00,-1.710e+00,586.0,,,27.83,11.18,-7.63,29.90,1,q1_q17_dr25_tce,5283.00,157.00,-157.00,4.594,0.065,-0.058,0.6950,0.0810,-0.0660,297.918640,45.347061,14.733
8525,9049697,K05607.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.327451100,1.4130000e-05,-1.4130000e-05,131.5905200,8.830000e-03,-8.830000e-03,0.2450,0.2120,-0.2450,3.46500,0.24100,-0.24100,1.2360e+02,8.800e+00,-8.800e+00,0.66,4.000e-02,-7.000e-02,1009.0,,,243.87,66.79,-72.49,16.60,1,q1_q17_dr25_tce,4137.00,124.00,-137.00,4.646,0.056,-0.021,0.6100,0.0390,-0.0630,299.823760,45.334881,15.158
4062,9072639,K04198.01,,FALSE POSITIVE,FALSE POSITIVE,0.0890,0,0,1,0,1.182862515,7.2620000e-06,-7.2620000e-06,131.9713700,4.970000e-03,-4.970000e-03,0.2840,0.1780,-0.2840,2.92800,0.13600,-0.13600,2.2300e+01,1.600e+00,-1.600e+00,1.26,1.700e-01,-4.300e-01,2800.0,,,14544.87,5755.74,-8677.73,16.50,1,q1_q17_dr25_tce,6017.00,120.00,-120.00,3.699,0.248,-0.078,2.6390,0.3580,-0.8940,283.852910,45.485260,12.638
9414,9075882,K08175.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,367.016070000,2.0840000e-02,-2.0840000e-02,181.8404000,4.390000e-02,-4.390000e-02,0.6330,0.0250,-0.5080,15.48000,1.10000,-1.10000,7.3860e+02,7.720e+01,-7.720e+01,2.46,7.000e-01,-2.200e-01,245.0,,,0.85,0.70,-0.23,11.20,1,q1_q17_dr25_tce,5931.00,161.00,-178.00,4.545,0.036,-0.192,0.8630,0.2460,-0.0770,285.668580,45.454330,15.168
9483,9110346,K03607.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.895276162,9.4000000e-08,-9.4000000e-08,131.6225645,8.870000e-05,-8.870000e-05,0.6180,0.0540,-0.0280,3.05180,0.00475,-0.00475,3.1908e+05,4.080e+02,-4.080e+02,172.25,8.147e+01,-1.222e+02,2731.0,,,13121.22,19727.29,-12141.68,932.10,1,q1_q17_dr25_tce,5242.00,191.00,-159.00,3.631,0.923,-0.308,2.5500,1.2060,-1.8090,298.341920,45.407669,16.397
864,9110357,K00016.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.895277575,5.0700000e-07,-5.0700000e-07,133.4119860,5.040000e-04,-5.040000e-04,0.9280,0.0220,-0.0450,2.71100,0.11200,-0.11200,5.3450e+02,4.800e+00,-4.800e+00,9.27,2.270e+00,-4.560e+00,4253.0,,,77480.31,56723.64,-60586.17,132.10,1,q1_q17_dr25_tce,8040.00,224.00,-336.00,3.707,0.432,-0.108,3.3250,0.8170,-1.6340,298.344210,45.409920,13.574
6686,9142334,K05624.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,502.658000000,3.8680000e-02,-3.8680000e-02,174.6294000,3.450000e-02,-3.450000e-02,0.3138,0.1344,-0.3136,19.51000,1.40000,-1.40000,2.1600e+02,2.420e+01,-2.420e+01,0.69,9.000e-02,-7.000e-02,116.0,,,0.04,0.02,-0.01,10.00,1,q1_q16_tce,3754.00,71.00,-98.00,4.773,0.060,-0.080,0.4730,0.0600,-0.0500,285.851720,45.511349,13.676
272,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.855603916,3.6800000e-07,-3.6800000e-07,170.6787843,7.480000e-05,-7.480000e-05,0.3480,0.0270,-0.0390,3.21790,0.01010,-0.01010,1.6653e+04,1.820e+01,-1.820e+01,13.61,3.800e+00,-1.350e+00,1212.0,,,508.65,435.35,-163.96,1173.90,1,q1_q17_dr25_tce,6033.00,193.00,-265.00,4.460,0.048,-0.192,1.0460,0.2920,-0.1040,296.393160,45.568562,15.272
6718,9178894,K05635.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,113.993156000,2.6360000e-03,-2.6360000e-03,171.1834000,2.080000e-02,-2.080000e-02,0.7026,0.0381,-0.4998,7.72100,0.51500,-0.51500,6.9700e+01,5.500e+00,-5.500e+00,2.23,8.200e-01,-5.800e-01,729.0,,,66.64,73.16,-35.47,15.60,1,q1_q16_tce,7892.00,228.00,-309.00,3.921,0.197,-0.228,2.4960,0.9190,-0.6470,299.743870,45.586361,11.176
3859,9183378,K04222.01,Kepler-1571 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,3.385574450,1.8740000e-05,-1.8740000e-05,133.9741100,4.360000e-03,-4.360000e-03,0.1290,0.3260,-0.1290,1.87900,0.13600,-0.13600,1.2190e+02,1.120e+01,-1.120e+01,1.63,4.200e-01,-6.400e-01,1476.0,,,1122.90,882.68,-749.25,13.10,1,q1_q17_dr25_tce,5718.00,169.00,-152.00,4.069,0.420,-0.168,1.4800,0.3860,-0.5790,300.935390,45.596539,13.767
8234,9203154,K07144.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.839907158,4.9050000e-06,-4.9050000e-06,131.6942600,4.280000e-03,-4.280000e-03,0.2300,0.2390,-0.2300,1.01900,0.18700,-0.18700,1.1960e+02,1.740e+01,-1.740e+01,0.92,1.200e-01,-1.100e-01,1640.0,,,1705.12,740.70,-541.61,10.70,1,q1_q17_dr25_tce,5120.00,170.00,-154.00,4.478,0.099,-0.110,0.8530,0.1040,-0.1040,284.125210,45.628052,15.695
2167,9205907,K02528.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,12.022953620,2.7880000e-05,-2.7880000e-05,136.2068700,2.100000e-03,-2.100000e-03,0.9650,0.0190,-0.7570,1.26670,0.06550,-0.06550,7.7860e+02,5.230e+01,-5.230e+01,3.28,9.500e-01,-3.200e-01,776.0,,,85.78,74.17,-24.34,20.10,1,q1_q17_dr25_tce,5982.00,167.00,-188.00,4.535,0.048,-0.204,0.8790,0.2570,-0.0860,285.673770,45.639858,15.646
9227,9227215,K07931.01,,CANDIDATE,CANDIDATE,0.4870,0,0,0,0,242.036700000,1.6220000e-02,-1.6220000e-02,181.7460000,5.460000e-02,-5.460000e-02,0.5680,0.0120,-0.4890,11.01000,1.40000,-1.40000,3.3330e+02,4.550e+01,-4.550e+01,2.11,6.400e-01,-3.500e-01,323.0,,,2.57,2.40,-1.01,8.90,1,q1_q17_dr25_tce,6086.00,193.00,-214.00,4.360,0.108,-0.201,1.1160,0.3400,-0.1830,295.229370,45.624889,15.055
6984,9289960,K06197.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.533458310,,,132.0014590,,,,,,1.32000,,,,,,,,,,,,,,,,1,q1_q17_dr24_tce,,,,,,,,,,295.345860,45.768803,11.957
7375,9291368,K07155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.796448299,9.9940000e-06,-9.9940000e-06,131.3703700,3.700000e-03,-3.700000e-03,0.2490,0.0050,-0.0040,11.59170,0.01030,-0.01030,5.2288e+05,6.330e+02,-6.330e+02,232.39,2.044e+01,-1.090e+02,2577.0,,,10412.56,3508.68,-7931.36,1487.20,1,q1_q17_dr25_tce,8117.00,251.00,-334.00,3.748,0.442,-0.078,3.0700,0.2700,-1.4400,295.826170,45.787640,14.005
9247,9291368,K07155.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.796543670,6.1140000e-05,-6.1140000e-05,133.2353000,2.260000e-02,-2.260000e-02,1.0810,0.0690,-0.0700,11.40710,0.05490,-0.05490,7.0781e+04,3.040e+02,-3.040e+02,159.34,1.401e+01,-7.474e+01,2577.0,,,10412.56,3508.68,-7931.36,283.70,2,q1_q17_dr25_tce,8117.00,251.00,-334.00,3.748,0.442,-0.078,3.0700,0.2700,-1.4400,295.826170,45.787640,14.005
833,9346253,K01388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,34.064566412,6.8590000e-06,-6.8590000e-06,150.4520480,1.630000e-04,-1.630000e-04,0.5240,0.0090,0.0000,9.61140,0.01170,-0.01170,2.8450e+04,2.630e+01,-2.630e+01,15.57,4.690e+00,-1.570e+00,570.0,,,25.00,22.27,-7.47,1305.90,1,q1_q17_dr25_tce,6161.00,172.00,-215.00,4.517,0.052,-0.208,0.8920,0.2690,-0.0900,293.386630,45.870270,15.443
2553,9369366,K02905.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,36.005441400,3.1750000e-04,-3.1750000e-04,144.3433100,6.940000e-03,-6.940000e-03,0.7450,0.0560,-0.5220,3.26200,0.29600,-0.29600,1.1750e+02,1.040e+01,-1.040e+01,3.33,5.400e-01,-1.100e+00,1024.0,,,259.71,128.63,-158.73,14.60,1,q1_q17_dr25_tce,7048.00,172.00,-246.00,3.797,0.252,-0.108,2.8380,0.4690,-0.9380,300.660250,45.853519,12.477
9418,9388557,K08283.01,,FALSE POSITIVE,FALSE POSITIVE,0.1500,1,0,0,0,209.941369000,2.1510000e-03,-2.1510000e-03,268.5679000,7.790000e-03,-7.790000e-03,0.1570,0.3090,-0.1570,2.97000,0.29100,-0.29100,4.7730e+02,5.770e+01,-5.770e+01,14.36,2.720e+00,-5.060e+00,651.0,,,42.43,21.87,-26.34,10.20,1,q1_q17_dr25_tce,5125.00,88.00,-127.00,2.988,0.234,-0.156,6.6900,1.2700,-2.3580,283.774720,45.910831,13.066
5188,9394601,K03684.01,,FALSE POSITIVE,FALSE POSITIVE,0.0270,0,1,0,0,0.876826336,7.3000000e-08,-7.3000000e-08,132.0647202,7.450000e-05,-7.450000e-05,0.4810,0.0040,-0.0030,3.60970,0.00625,-0.00625,1.3837e+05,1.440e+02,-1.440e+02,37.24,1.172e+01,-3.910e+00,2042.0,,,4095.00,3718.03,-1190.40,1338.10,1,q1_q17_dr25_tce,6344.00,158.00,-190.00,4.481,0.054,-0.216,0.9620,0.3030,-0.1010,287.153140,45.983829,12.290
4196,9412623,K04640.01,Kepler-1618 b,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,6.108294500,1.0070000e-04,-1.0070000e-04,131.8756000,1.450000e-02,-1.450000e-02,0.6300,0.3490,-0.4210,3.49300,0.33700,-0.33700,6.1100e+01,6.800e+00,-6.800e+00,1.06,3.500e-01,-1.300e-01,1267.0,,,608.39,585.94,-199.04,10.80,1,q1_q17_dr25_tce,6720.00,164.00,-234.00,4.316,0.084,-0.210,1.2890,0.4320,-0.1540,295.175380,45.930908,13.606
859,9427402,K01397.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.247030799,8.9260000e-06,-8.9260000e-06,356.9097200,1.030000e-03,-1.030000e-03,0.0390,0.3550,-0.0390,1.48480,0.03650,-0.03650,1.4966e+03,3.850e+01,-3.850e+01,1.89,1.500e-01,-1.900e-01,512.0,,,16.23,4.25,-4.11,44.80,1,q1_q17_dr25_tce,3821.00,76.00,-84.00,4.764,0.048,-0.036,0.4870,0.0390,-0.0470,299.677700,45.972328,15.369
793,9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0850,0,1,0,0,4.202336730,1.9000000e-06,-1.9000000e-06,179.5338990,3.730000e-04,-3.730000e-04,0.0040,0.2080,-0.0040,3.69730,0.02130,-0.02130,4.5982e+04,2.180e+02,-2.180e+02,23.53,7.710e+00,-3.310e+00,1246.0,,,570.87,566.99,-215.69,258.80,1,q1_q17_dr25_tce,6185.00,194.00,-259.00,4.396,0.072,-0.217,1.0940,0.3580,-0.1540,282.184390,46.006859,15.653
7489,9451096,K07173.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.250390814,6.2000000e-08,-6.2000000e-08,131.7337519,4.070000e-05,-4.070000e-05,0.7300,0.0090,-0.0080,3.71840,0.00136,-0.00136,2.3117e+05,4.160e+01,-4.160e+01,101.37,2.628e+01,-3.938e+01,2367.0,,,7420.89,5904.33,-5051.36,2046.80,1,q1_q17_dr25_tce,6297.00,199.00,-244.00,4.006,0.385,-0.137,1.6630,0.4310,-0.6460,284.807100,46.098003,12.640
3600,9455677,K04076.01,Kepler-1548 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,124.827797000,1.2630000e-03,-1.2630000e-03,208.7919100,6.030000e-03,-6.030000e-03,0.0960,0.3620,-0.0960,6.47900,0.21800,-0.21800,6.4750e+02,4.310e+01,-4.310e+01,2.57,4.600e-01,-3.800e-01,350.0,,,3.56,1.71,-1.12,17.10,1,q1_q17_dr25_tce,5349.00,80.00,-80.00,4.353,0.140,-0.140,1.0320,0.1860,-0.1520,287.471220,46.080662,15.259
9248,9458266,K07174.01,,CANDIDATE,CANDIDATE,0.8010,0,0,0,0,1.584878980,1.4710000e-05,-1.4710000e-05,132.6977200,8.700000e-03,-8.700000e-03,0.4170,0.0330,-0.4170,1.79100,0.23300,-0.23300,4.2900e+01,6.000e+00,-6.000e+00,0.37,3.000e-02,-4.000e-02,943.0,,,187.91,62.01,-56.77,9.30,1,q1_q17_dr25_tce,4201.00,127.00,-140.00,4.675,0.065,-0.025,0.5660,0.0490,-0.0600,288.877690,46.059139,13.742
3426,9458613,K00707.01,Kepler-33 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.775681580,3.3270000e-05,-3.3270000e-05,189.6382800,1.210000e-03,-1.210000e-03,0.0250,0.2610,-0.0250,7.95880,0.03740,-0.03740,7.9790e+02,7.000e+00,-7.000e+00,4.76,7.200e-01,-1.170e+00,853.0,,,125.14,54.41,-59.61,117.30,1,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
