rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6571,9838414,K05717.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.332614580,8.6250000e-05,-8.6250000e-05,132.0098000,7.390000e-02,-7.390000e-02,0.9360,0.0210,-0.6630,5.16100,0.24100,-0.24100,1.3353e+03,8.840e+01,-8.840e+01,3.65,1.700e-01,-3.400e-01,1208.0,,,505.52,133.30,-146.72,17.50,1,q1_q17_dr25_tce,4611.00,166.00,-166.00,4.551,0.065,-0.025,0.7600,0.0360,-0.0710,294.809660,46.613079,17.511
1011,9838949,K01716.01,Kepler-935 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.880844560,1.4570000e-05,-1.4570000e-05,136.1958500,2.530000e-03,-2.530000e-03,0.2270,0.2130,-0.2270,2.55740,0.07470,-0.07470,3.4300e+02,1.240e+01,-1.240e+01,1.55,2.400e-01,-1.800e-01,879.0,,,141.00,71.39,-42.98,32.60,1,q1_q17_dr25_tce,4929.00,148.00,-148.00,4.481,0.105,-0.560,0.8610,0.1350,-0.0980,295.021670,46.619221,14.925
1177,9850893,K01523.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,8.480397890,5.7550000e-05,-5.7550000e-05,135.8501800,6.130000e-03,-6.130000e-03,0.4860,0.4460,-0.2790,6.24900,0.20400,-0.20400,2.5970e+02,1.310e+01,-1.310e+01,1.71,4.800e-01,-3.000e-01,866.0,,,132.85,113.57,-52.79,22.70,1,q1_q17_dr25_tce,5401.00,164.00,-164.00,4.364,0.153,-0.187,1.0500,0.2970,-0.1830,298.730070,46.688671,14.673
1621,9872283,K01815.01,Kepler-960 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.126861192,1.6920000e-06,-1.6920000e-06,133.7249590,4.610000e-04,-4.610000e-04,0.6030,0.2460,-0.3780,1.19260,0.01980,-0.01980,7.9460e+02,1.040e+01,-1.040e+01,5.12,3.270e+00,-2.980e+00,1391.0,,,886.72,1795.52,-745.72,94.60,1,q1_q17_dr25_tce,4854.00,145.00,-116.00,3.939,0.637,-0.343,1.7490,1.1190,-1.0170,281.457180,46.746471,13.884
3096,9872283,K01815.02,,CANDIDATE,CANDIDATE,0.9740,0,0,0,0,1.746100570,1.2450000e-05,-1.2450000e-05,131.7921000,5.400000e-03,-5.400000e-03,0.0320,0.4430,-0.0320,1.29900,0.20300,-0.20300,5.4200e+01,7.100e+00,-7.100e+00,1.24,7.900e-01,-7.200e-01,1689.0,,,1924.75,3897.44,-1618.70,9.20,2,q1_q17_dr25_tce,4854.00,145.00,-116.00,3.939,0.637,-0.343,1.7490,1.1190,-1.0170,281.457180,46.746471,13.884
2097,9893318,K02660.01,Kepler-1307 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.016122700,1.0880000e-04,-1.0880000e-04,145.2416900,6.140000e-03,-6.140000e-03,0.0230,0.4290,-0.0230,4.01600,0.17800,-0.17800,4.9950e+02,3.490e+01,-3.490e+01,2.39,7.600e-01,-3.300e-01,768.0,,,82.38,77.53,-29.08,16.70,1,q1_q17_dr25_tce,6245.00,175.00,-219.00,4.406,0.072,-0.217,1.0650,0.3390,-0.1450,292.869840,46.741859,15.394
1172,9909735,K01779.01,Kepler-318 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.662719020,1.4860000e-05,-1.4860000e-05,134.0829600,2.490000e-03,-2.490000e-03,0.4850,0.0030,-0.4730,2.75700,0.09170,-0.09170,1.6306e+03,6.640e+01,-6.640e+01,3.86,6.400e-01,-1.600e-01,1039.0,,,274.98,126.59,-43.87,28.20,1,q1_q17_dr25_tce,5729.00,103.00,-126.00,4.514,0.022,-0.127,0.9390,0.1560,-0.0390,298.482820,46.793621,13.297
1173,9909735,K01779.02,Kepler-318 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.815017400,1.0740000e-04,-1.0740000e-04,133.0892900,6.980000e-03,-6.980000e-03,0.8750,0.0450,-0.6100,2.83400,0.22700,-0.22700,1.0030e+03,1.070e+02,-1.070e+02,3.48,5.800e-01,-1.400e-01,762.0,,,79.66,36.67,-12.71,10.50,2,q1_q17_dr25_tce,5729.00,103.00,-126.00,4.514,0.022,-0.127,0.9390,0.1560,-0.0390,298.482820,46.793621,13.297
4008,9910942,K04324.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,8.480332600,1.7240000e-04,-1.7240000e-04,135.8598000,1.830000e-02,-1.830000e-02,0.5560,0.4120,-0.3400,5.91800,0.55800,-0.55800,3.5600e+01,3.900e+00,-3.900e+00,1.35,2.600e-01,-4.600e-01,1390.0,,,882.07,527.66,-540.43,11.00,1,q1_q17_dr25_tce,6245.00,172.00,-191.00,3.826,0.308,-0.103,2.1790,0.4300,-0.7360,298.824950,46.713531,12.797
4329,9947389,K04460.01,,CANDIDATE,CANDIDATE,0.9720,0,0,0,0,284.727213000,8.3630000e-03,-8.3630000e-03,142.0923000,2.300000e-02,-2.300000e-02,0.3160,0.1480,-0.3160,10.29900,0.94200,-0.94200,3.5530e+02,3.400e+01,-3.400e+01,2.02,3.000e-01,-2.900e-01,278.0,,,1.41,0.55,-0.44,12.70,1,q1_q17_dr25_tce,5497.00,82.00,-74.00,4.332,0.137,-0.100,1.0800,0.1580,-0.1580,290.147250,46.802872,14.636
6662,9954225,K05742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.340649911,2.9060000e-06,-2.9060000e-06,132.0552100,3.050000e-03,-3.050000e-03,0.5610,0.0260,-0.0190,5.09120,0.01660,-0.01660,6.2763e+05,1.071e+03,-1.071e+03,127.25,3.530e+01,-2.884e+01,2004.0,,,3824.87,3238.89,-1870.20,791.00,1,q1_q17_dr25_tce,6332.00,199.00,-244.00,4.260,0.180,-0.180,1.2220,0.3390,-0.2770,293.074400,46.899979,14.558
3091,9957627,K00592.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,39.752991500,1.1490000e-04,-1.1490000e-04,175.4624400,2.300000e-03,-2.300000e-03,0.0460,0.3640,-0.0460,4.96410,0.07260,-0.07260,5.4930e+02,1.570e+01,-1.570e+01,2.37,7.200e-01,-3.100e-01,568.0,,,24.54,22.48,-8.12,40.90,1,q1_q17_dr25_tce,6072.00,182.00,-182.00,4.411,0.105,-0.195,1.0100,0.3080,-0.1320,294.462680,46.821449,14.292
2480,9958387,K02677.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,237.787237000,8.5270000e-04,-8.5270000e-04,196.9710300,2.530000e-03,-2.530000e-03,0.9470,0.0050,-0.0040,10.50900,0.16600,-0.16600,1.6277e+03,3.020e+01,-3.020e+01,9.91,1.840e+00,-4.280e+00,354.0,,,3.73,1.90,-2.59,92.30,1,q1_q17_dr25_tce,5185.00,93.00,-70.00,3.936,0.416,-0.104,1.8530,0.3430,-0.8010,294.757690,46.831120,13.460
