kepid,segno,period_inj,depth,epoch,MES_expect,MES_scaled,ntransits,BLS_Period,BLS_Tc,BLS_SN,BLS_SR,BLS_SDE,BLS_Depth,BLS_Qtran,BLS_Qingress,BLS_OOTmag,BLS_i1,BLS_i2,BLS_deltaChi2,BLS_fraconenight,BLS_Npointsintransit,BLS_Ntransits,BLS_Npointsbeforetransit,BLS_Npointsaftertransit,BLS_Rednoise,BLS_Whitenoise,BLS_SignaltoPinknoise,detect_distance
5650314 , 1 , 1.070272827 , 9886.5 , 131.835891 , 284.0 , 39.4399362503 , 1308.07768326 , 1.0704905 , 1217.08995378 , 15.54467 , 0.00152 , 9.17263 , 0.00707 , 0.15647 , 0.44816 , 9.99978 , 0.63141 , 0.78789 , -3e-05 , 0.05618 , 202.0 , 27.0 , 214.0 , 209.0 , 5e-05 , 0.00108 , 92.08201 , 0.000203360172752
5650314 , 2 , 1.070272827 , 9886.5 , 131.835891 , 284.0 , 39.4399362503 , 1308.07768326 , 1.069847 , 1306.99881628 , 16.2155 , 0.00239 , 9.35397 , 0.01031 , 0.15308 , 0.41429 , 9.99982 , 0.19164 , 0.34472 , -8e-05 , 0.04707 , 210.0 , 28.0 , 210.0 , 213.0 , 0.00019 , 0.00081 , 156.11584 , 0.000397946876271
5650314 , 3 , 1.070272827 , 9886.5 , 131.835891 , 284.0 , 39.4399362503 , 1308.07768326 , 1.0703129 , 1339.10427487 , 17.13054 , 0.00234 , 9.68275 , 0.01032 , 0.1551 , 0.41959 , 9.99981 , 0.57595 , 0.73105 , -8e-05 , 0.04291 , 230.0 , 31.0 , 232.0 , 225.0 , 0.00012 , 0.00073 , 195.07775 , 3.7441154068e-05
5650314 , 4 , 1.070272827 , 9886.5 , 131.835891 , 284.0 , 39.4399362503 , 1308.07768326 , 1.06993571 , 1440.7762438 , 12.96343 , 0.00034 , 10.16964 , 0.00131 , 0.11737 , 0.22299 , 9.99983 , 0.00096 , 0.11834 , -0.0 , 0.09651 , 161.0 , 29.0 , 160.0 , 167.0 , 0.00015 , 0.00088 , 17.49348 , 0.000315031917845
5650314 , 5 , 1.070272827 , 9886.5 , 131.835891 , 284.0 , 39.4399362503 , 1308.07768326 , 1.06986917 , 1527.47533886 , 16.22078 , 0.00344 , 9.31147 , 0.01475 , 0.15662 , 0.40761 , 9.99978 , 0.80432 , 0.96094 , -0.00018 , 0.04312 , 232.0 , 29.0 , 230.0 , 239.0 , 0.00014 , 0.00088 , 233.0155 , 0.000377224502454
5651829 , 0 , 0.772152075 , 43.6 , 132.2074 , 13.6 , 1.88867300354 , 1813.1143402 , 14.87485474 , 938.068068045 , 5.72956 , 3e-05 , 6.20461 , 0.0004 , 0.00531 , 0.23847 , 9.99998 , 0.0 , 0.00531 , -0.0 , 0.71351 , 12.0 , 3.0 , 6.0 , 10.0 , 0.0 , 0.00018 , 7.55968 , -1
5651829 , 1 , 0.772152075 , 43.6 , 132.2074 , 13.6 , 1.88867300354 , 1813.1143402 , 0.61192158 , 970.547394672 , 4.4749 , 3e-05 , 4.93028 , 0.00025 , 0.01205 , 0.21299 , 9.99999 , 0.4088 , 0.42085 , -0.0 , 0.22987 , 19.0 , 19.0 , 18.0 , 14.0 , 0.0 , 0.00018 , 6.07958 , -1
5651829 , 2 , 0.772152075 , 43.6 , 132.2074 , 13.6 , 1.88867300354 , 1813.1143402 , 0.72754192 , 1307.11340309 , 4.48787 , 3e-05 , 4.85771 , 0.00028 , 0.01066 , 0.25078 , 10.00004 , 0.71506 , 0.72571 , -0.0 , 0.28074 , 14.0 , 14.0 , 15.0 , 14.0 , 0.0 , 0.00019 , 5.69158 , -1
5651829 , 3 , 0.772152075 , 43.6 , 132.2074 , 13.6 , 1.88867300354 , 1813.1143402 , 1.35002202 , 1342.59570568 , 4.77013 , 3e-05 , 5.23552 , 0.00033 , 0.01093 , 0.24699 , 9.99998 , 0.75279 , 0.76372 , -0.0 , 0.21233 , 13.0 , 13.0 , 13.0 , 18.0 , 0.0 , 0.0002 , 5.87424 , -1
5651829 , 4 , 0.772152075 , 43.6 , 132.2074 , 13.6 , 1.88867300354 , 1813.1143402 , 0.9375245 , 1437.63335923 , 4.97046 , 2e-05 , 5.5181 , 0.00012 , 0.04035 , 0.17797 , 10.0 , 0.46594 , 0.5063 , -0.0 , 0.153 , 52.0 , 32.0 , 60.0 , 60.0 , 0.0 , 0.00015 , 5.59083 , -1
5651829 , 5 , 0.772152075 , 43.6 , 132.2074 , 13.6 , 1.88867300354 , 1813.1143402 , 0.72062425 , 1527.40589591 , 4.53361 , 2e-05 , 5.01765 , 0.00012 , 0.029 , 0.24662 , 9.99999 , 0.20709 , 0.2361 , -0.0 , 0.12515 , 42.0 , 42.0 , 41.0 , 41.0 , 0.0 , 0.00015 , 5.3104 , -1
5794240 , 0 , 2.455240626 , 36912.0 , 170.821762 , 1341.6 , 186.312036878 , 570.208876953 , 2.45507023 , 939.312885117 , 17.98866 , 0.00472 , 11.50645 , 0.03536 , 0.03237 , 0.3104 , 10.00205 , 0.51525 , 0.54763 , -0.0003 , 0.09077 , 44.0 , 13.0 , 48.0 , 47.0 , 0.0003 , 0.0008 , 242.64004 , 6.94033453266e-05
5794240 , 1 , 2.455240626 , 36912.0 , 170.821762 , 1341.6 , 186.312036878 , 570.208876953 , 2.45483669 , 1216.75645193 , 17.88955 , 0.00483 , 11.14768 , 0.03611 , 0.03364 , 0.33662 , 10.00199 , 0.28145 , 0.31508 , -0.00031 , 0.09179 , 48.0 , 12.0 , 48.0 , 46.0 , 0.00026 , 0.00094 , 231.69653 , 0.000164533458031
5794240 , 2 , 2.455240626 , 36912.0 , 170.821762 , 1341.6 , 186.312036878 , 570.208876953 , 2.45588797 , 1307.5945744 , 17.60066 , 0.00473 , 10.99142 , 0.03613 , 0.03344 , 0.33585 , 10.00101 , 0.25114 , 0.28458 , -0.0003 , 0.0896 , 47.0 , 12.0 , 47.0 , 46.0 , 7e-05 , 0.00079 , 308.96041 , 0.000263623314823
5794240 , 3 , 2.455240626 , 36912.0 , 170.821762 , 1341.6 , 186.312036878 , 570.208876953 , 2.45518702 , 1341.97181001 , 18.21913 , 0.0046 , 11.49785 , 0.03666 , 0.03317 , 0.33458 , 9.99836 , 0.69562 , 0.72879 , -0.0003 , 0.09117 , 44.0 , 12.0 , 47.0 , 43.0 , 0.00015 , 0.00067 , 334.84289 , 2.18335362476e-05
5794240 , 4 , 2.455240626 , 36912.0 , 170.821762 , 1341.6 , 186.312036878 , 570.208876953 , 2.45366965 , 1528.57728363 , 18.31605 , 0.00455 , 11.27289 , 0.03185 , 0.0289 , 0.1651 , 9.99631 , 0.67783 , 0.70673 , -0.00031 , 0.08655 , 42.0 , 12.0 , 40.0 , 39.0 , 0.0 , 0.00111 , 186.77615 , 0.000640050810332
5802246 , 0 , 0.525154153 , 747.5 , 133.744359 , 116.1 , 16.1231570375 , 2665.88389714 , 0.52494946 , 1033.86541355 , 14.56838 , 0.00015 , 9.80409 , 0.00049 , 0.14049 , 0.15117 , 9.99994 , 0.25055 , 0.39104 , -0.0 , 0.07539 , 197.0 , 56.0 , 197.0 , 186.0 , 1e-05 , 0.00037 , 18.58847 , 0.000389852958253
5802246 , 1 , 0.525154153 , 747.5 , 133.744359 , 116.1 , 16.1231570375 , 2665.88389714 , 0.52512037 , 1373.63250249 , 15.26455 , 0.00018 , 9.69496 , 0.00084 , 0.17516 , 0.49864 , 9.99995 , 0.03085 , 0.20601 , -0.0 , 0.07061 , 250.0 , 59.0 , 245.0 , 253.0 , 0.0 , 0.00039 , 33.83913 , 6.43317518614e-05
5802246 , 2 , 0.525154153 , 747.5 , 133.744359 , 116.1 , 16.1231570375 , 2665.88389714 , 0.52510434 , 1436.65327756 , 16.95022 , 0.00017 , 10.45565 , 0.00072 , 0.16672 , 0.39905 , 9.99994 , 0.39728 , 0.564 , -0.0 , 0.06894 , 258.0 , 66.0 , 269.0 , 274.0 , 0.0 , 0.00039 , 29.7865 , 9.48585521221e-05
5802246 , 3 , 0.525154153 , 747.5 , 133.744359 , 116.1 , 16.1231570375 , 2665.88389714 , 0.52519518 , 1526.97720317 , 17.94522 , 0.00033 , 9.77343 , 0.00146 , 0.17384 , 0.45932 , 9.99993 , 0.37322 , 0.54706 , -0.0 , 0.06037 , 258.0 , 60.0 , 258.0 , 255.0 , 0.0 , 0.00044 , 52.74696 , 7.81206760665e-05
5871918 , 0 , 12.643303542 , 236720.0 , 139.7603975 , 2907.6 , 403.787178315 , 110.730553557 , 12.66321063 , 948.921831165 , 10.26437 , 0.0144 , 8.95009 , 0.21059 , 0.01515 , 0.40638 , 10.00131 , 0.85265 , 0.8678 , -0.00298 , 0.55218 , 17.0 , 2.0 , 16.0 , 18.0 , 0.00422 , 0.00815 , 58.85043 , 0.00157327776277
5871918 , 1 , 12.643303542 , 236720.0 , 139.7603975 , 2907.6 , 403.787178315 , 110.730553557 , 12.63221721 , 974.229036371 , 10.77258 , 0.01888 , 9.51345 , 0.21053 , 0.01521 , 0.41043 , 10.00075 , 0.25706 , 0.27226 , -0.00483 , 0.3331 , 27.0 , 3.0 , 24.0 , 25.0 , 0.00479 , 0.00822 , 66.05769 , 0.000877238661769
5871918 , 2 , 12.643303542 , 236720.0 , 139.7603975 , 2907.6 , 403.787178315 , 110.730553557 , 12.61677733 , 1315.60212656 , 10.11438 , 0.01565 , 8.74834 , 0.20043 , 0.0153 , 0.38672 , 10.00077 , 0.67269 , 0.68798 , -0.00336 , 0.51117 , 19.0 , 2.0 , 19.0 , 19.0 , 0.00451 , 0.00892 , 52.90273 , 0.002100247591
5871918 , 3 , 12.643303542 , 236720.0 , 139.7603975 , 2907.6 , 403.787178315 , 110.730553557 , 12.65079503 , 1340.86710421 , 11.66723 , 0.01721 , 10.19567 , 0.21078 , 0.01528 , 0.40637 , 10.00049 , 0.23224 , 0.24752 , -0.00461 , 0.35904 , 27.0 , 3.0 , 25.0 , 27.0 , 0.00431 , 0.00744 , 73.38694 , 0.000592350660663
5871918 , 4 , 12.643303542 , 236720.0 , 139.7603975 , 2907.6 , 403.787178315 , 110.730553557 , 12.63840375 , 1530.52986611 , 11.37434 , 0.01717 , 9.87772 , 0.20654 , 0.0155 , 0.40715 , 10.00186 , 0.15179 , 0.1673 , -0.00401 , 0.35752 , 26.0 , 3.0 , 27.0 , 29.0 , 0.00402 , 0.00681 , 77.10572 , 0.000387615594422
5953297 , 0 , 5.62006198 , 190.1 , 132.95381 , 17.4 , 2.41639046041 , 249.107573009 , 9.80520539 , 939.634746427 , 5.71643 , 4e-05 , 5.9611 , 0.00015 , 0.06007 , 0.21969 , 10.00017 , 0.05666 , 0.11673 , -0.0 , 0.48276 , 103.0 , 4.0 , 103.0 , 77.0 , 0.0 , 0.00018 , 8.50264 , -1
5953297 , 1 , 5.62006198 , 190.1 , 132.95381 , 17.4 , 2.41639046041 , 249.107573009 , 0.60462406 , 1306.65511844 , 4.78549 , 3e-05 , 4.99408 , 0.00022 , 0.02394 , 0.2217 , 10.00027 , 0.73889 , 0.76283 , -0.0 , 0.16719 , 34.0 , 34.0 , 34.0 , 33.0 , 0.0 , 0.00018 , 7.12264 , -1
5953297 , 2 , 5.62006198 , 190.1 , 132.95381 , 17.4 , 2.41639046041 , 249.107573009 , 12.21949487 , 1341.50603349 , 5.90414 , 4e-05 , 6.03361 , 0.0002 , 0.02938 , 0.02338 , 10.00072 , 0.0 , 0.02938 , -0.0 , 0.41433 , 47.0 , 3.0 , 33.0 , 47.0 , 3e-05 , 0.00019 , 6.3939 , -1
5953297 , 3 , 5.62006198 , 190.1 , 132.95381 , 17.4 , 2.41639046041 , 249.107573009 , 10.72404086 , 1377.99657102 , 4.41817 , 3e-05 , 4.77262 , 0.00027 , 0.01139 , 0.22154 , 10.00015 , 0.40899 , 0.42038 , -0.0 , 0.49781 , 18.0 , 3.0 , 18.0 , 18.0 , 2e-05 , 0.00019 , 5.87618 , -1
5953297 , 4 , 5.62006198 , 190.1 , 132.95381 , 17.4 , 2.41639046041 , 249.107573009 , 2.87778293 , 1528.16543994 , 5.291 , 3e-05 , 5.70276 , 0.00011 , 0.09499 , 0.1494 , 9.99899 , 0.03748 , 0.13246 , -0.0 , 0.12997 , 139.0 , 11.0 , 131.0 , 142.0 , 2e-05 , 0.00018 , 6.70478 , -1
5986270 , 0 , 1.534679933 , 456.6 , 132.331163 , 64.6 , 8.9711967668 , 912.242331379 , 1.53540782 , 1340.11441519 , 6.33098 , 9e-05 , 5.14062 , 0.00046 , 0.08687 , 0.42436 , 9.99998 , -0.00793 , 0.07894 , -0.0 , 0.12867 , 119.0 , 21.0 , 115.0 , 129.0 , 0.00015 , 0.00025 , 11.29418 , 0.000474179931365
5986270 , 1 , 1.534679933 , 456.6 , 132.331163 , 64.6 , 8.9711967668 , 912.242331379 , 1.53449483 , 1528.8928879 , 8.45823 , 0.00012 , 6.91416 , 0.00069 , 0.07979 , 0.40389 , 9.99997 , 0.42062 , 0.50041 , -0.0 , 0.17833 , 101.0 , 19.0 , 110.0 , 105.0 , 0.00017 , 0.00025 , 15.1789 , 0.000120620697284
6066107 , 0 , 0.82883944 , nan , 132.013443 , nan , nan , 1689.10880978 , 0.82557662 , 1339.76872787 , 5.69217 , 1e-05 , 5.19358 , 5e-05 , 0.09312 , 0.16736 , 10.0 , 0.34329 , 0.4364 , -0.0 , 0.11751 , 123.0 , 39.0 , 133.0 , 126.0 , 2e-05 , 6e-05 , 7.63239 , 0.00394437660379
6066107 , 1 , 0.82883944 , nan , 132.013443 , nan , nan , 1689.10880978 , 0.83657632 , 1526.95144108 , 3.09475 , 1e-05 , 3.01289 , 4e-05 , 0.04522 , 0.17936 , 10.0 , 0.84622 , 0.89143 , -0.0 , 0.1445 , 64.0 , 38.0 , 65.0 , 55.0 , 2e-05 , 6e-05 , 5.47191 , 0.00929122947654
6066416 , 0 , 1.303859704 , 36.7 , 134.21201 , 34.7 , 4.81889361932 , 1073.73515395 , 1.30118189 , 1339.02143937 , 3.97628 , 1e-05 , 4.06325 , 5e-05 , 0.066 , 0.21219 , 10.0 , 0.47234 , 0.53834 , -0.0 , 0.17461 , 92.0 , 25.0 , 93.0 , 90.0 , 2e-05 , 7e-05 , 5.80959 , 0.0020558704369
6066416 , 1 , 1.303859704 , 36.7 , 134.21201 , 34.7 , 4.81889361932 , 1073.73515395 , 6.03528413 , 1526.64484736 , 5.16833 , 1e-05 , 5.41728 , 6e-05 , 0.04485 , 0.23787 , 9.99999 , 0.00996 , 0.05481 , -0.0 , 0.26378 , 75.0 , 6.0 , 61.0 , 74.0 , 1e-05 , 6e-05 , 7.09766 , -1
6117415 , 0 , 19.741616041 , 88822.0 , 136.446922 , 2153.0 , 298.993601222 , 70.9161801695 , 9.87272694 , 945.84802648 , 8.44125 , 0.00381 , 7.84282 , 0.04665 , 0.01148 , 0.21997 , 9.99996 , 0.80491 , 0.81639 , -0.0002 , 0.60979 , 14.0 , 3.0 , 16.0 , 12.0 , 0.00147 , 0.00299 , 40.0437 , -1
6117415 , 1 , 19.741616041 , 88822.0 , 136.446922 , 2153.0 , 298.993601222 , 70.9161801695 , 9.88407104 , 1340.67825328 , 8.75177 , 0.0027 , 8.35767 , 0.04313 , 0.00847 , 0.07899 , 10.00019 , 0.10176 , 0.11024 , -0.0001 , 0.56182 , 11.0 , 4.0 , 15.0 , 12.0 , 0.00138 , 0.00298 , 38.09777 , -1
6117415 , 2 , 19.741616041 , 88822.0 , 136.446922 , 2153.0 , 298.993601222 , 70.9161801695 , 9.86706464 , 1528.23794204 , 6.23309 , 0.00297 , 5.58486 , 0.02896 , 0.01108 , 0.15032 , 9.99999 , 0.10943 , 0.12051 , -0.00012 , 0.67115 , 20.0 , 4.0 , 17.0 , 12.0 , 0.00201 , 0.00369 , 22.28927 , -1
6119141 , 0 , 29.0726293 , 439.6 , 136.97364 , 20.9 , 2.90244601279 , 48.1552592149 , 2.22622886 , 939.907159159 , 4.79864 , 3e-05 , 5.21856 , 0.00019 , 0.03757 , 0.16797 , 10.00001 , 0.85259 , 0.89016 , -0.0 , 0.16467 , 51.0 , 14.0 , 51.0 , 48.0 , 2e-05 , 0.00022 , 6.09476 , -1
6119141 , 1 , 29.0726293 , 439.6 , 136.97364 , 20.9 , 2.90244601279 , 48.1552592149 , 1.51659407 , 1306.72972409 , 4.61058 , 3e-05 , 5.06054 , 0.00016 , 0.04734 , 0.25001 , 9.99993 , 0.29793 , 0.34528 , -0.0 , 0.2016 , 65.0 , 20.0 , 64.0 , 67.0 , 2e-05 , 0.00023 , 5.52769 , -1
6119141 , 2 , 29.0726293 , 439.6 , 136.97364 , 20.9 , 2.90244601279 , 48.1552592149 , 8.77496915 , 1349.23716813 , 5.53342 , 4e-05 , 6.02107 , 0.00044 , 0.01242 , 0.18987 , 9.99996 , 0.98378 , 0.9962 , -0.0 , 0.68129 , 16.0 , 3.0 , 14.0 , 19.0 , 4e-05 , 0.00023 , 7.35918 , -1
6119141 , 3 , 29.0726293 , 439.6 , 136.97364 , 20.9 , 2.90244601279 , 48.1552592149 , 4.7816812 , 1441.69467805 , 6.0021 , 5e-05 , 6.08993 , 0.00023 , 0.05616 , 0.20461 , 10.00002 , 0.84406 , 0.90022 , -0.0 , 0.26835 , 81.0 , 7.0 , 82.0 , 68.0 , 6e-05 , 0.00027 , 6.17801 , -1
6119141 , 4 , 29.0726293 , 439.6 , 136.97364 , 20.9 , 2.90244601279 , 48.1552592149 , 4.2825551 , 1532.45684474 , 4.90515 , 4e-05 , 5.41109 , 0.00036 , 0.01099 , 0.24711 , 9.99999 , 0.83419 , 0.84518 , -0.0 , 0.42519 , 15.0 , 6.0 , 12.0 , 13.0 , 0.0 , 0.00023 , 6.10176 , -1
6131659 , 0 , 17.527826808 , 347520.0 , 144.5700534 , 2450.1 , 340.252773968 , 79.872993688 , 8.75561733 , 942.105082252 , 9.37857 , 0.02033 , 8.35977 , 0.18143 , 0.01811 , 0.24444 , 10.00074 , 0.32817 , 0.34629 , -0.0056 , 0.46596 , 27.0 , 4.0 , 28.0 , 30.0 , 0.00716 , 0.01362 , 40.89303 , -1
6131659 , 1 , 17.527826808 , 347520.0 , 144.5700534 , 2450.1 , 340.252773968 , 79.872993688 , 8.7764613 , 1038.47953305 , 9.65084 , 0.02024 , 8.4568 , 0.21907 , 0.01767 , 0.246 , 10.00079 , 0.56404 , 0.58171 , -0.00557 , 0.50179 , 19.0 , 3.0 , 16.0 , 18.0 , 0.00653 , 0.0117 , 47.34939 , -1
6131659 , 2 , 17.527826808 , 347520.0 , 144.5700534 , 2450.1 , 340.252773968 , 79.872993688 , 8.77795395 , 1310.15652154 , 7.56633 , 0.01562 , 6.60111 , 0.15203 , 0.02134 , 0.29805 , 10.00119 , 0.37709 , 0.39843 , -0.00332 , 0.81898 , 27.0 , 3.0 , 28.0 , 27.0 , 0.00528 , 0.01091 , 41.05552 , -1
6131659 , 3 , 17.527826808 , 347520.0 , 144.5700534 , 2450.1 , 340.252773968 , 79.872993688 , 8.77496915 , 1345.21191502 , 9.26812 , 0.01411 , 7.83299 , 0.14203 , 0.01952 , 0.212 , 10.00053 , 0.62628 , 0.6458 , -0.00288 , 0.79942 , 23.0 , 3.0 , 25.0 , 21.0 , 0.0049 , 0.00967 , 40.89634 , -1
6131659 , 4 , 17.527826808 , 347520.0 , 144.5700534 , 2450.1 , 340.252773968 , 79.872993688 , 8.75561733 , 1380.29102971 , 7.53672 , 0.01533 , 6.65546 , 0.16772 , 0.02171 , 0.34627 , 10.00069 , 0.6774 , 0.69911 , -0.00327 , 0.83991 , 26.0 , 3.0 , 26.0 , 24.0 , 0.00526 , 0.01031 , 45.98325 , -1
6131659 , 5 , 17.527826808 , 347520.0 , 144.5700534 , 2450.1 , 340.252773968 , 79.872993688 , 8.76007556 , 1441.63332064 , 9.12446 , 0.02055 , 8.0793 , 0.19587 , 0.02263 , 0.40182 , 10.00087 , 0.0402 , 0.06283 , -0.00593 , 0.46574 , 39.0 , 4.0 , 38.0 , 35.0 , 0.00721 , 0.01352 , 46.57716 , -1
6131659 , 6 , 17.527826808 , 347520.0 , 144.5700534 , 2450.1 , 340.252773968 , 79.872993688 , 8.77049576 , 1529.25958811 , 9.33568 , 0.02109 , 8.09625 , 0.23153 , 0.02242 , 0.45052 , 10.00037 , 0.22066 , 0.24308 , -0.00607 , 0.46297 , 33.0 , 4.0 , 31.0 , 35.0 , 0.00636 , 0.01247 , 60.15862 , -1
6149553 , 0 , 56.86716792 , nan , 157.2619128 , nan , nan , 24.6187747906 , 1.33462682 , 940.118699218 , 4.69061 , 9e-05 , 5.23914 , 0.00048 , 0.05412 , 0.18227 , 9.99999 , 0.77352 , 0.82764 , -0.0 , 0.11053 , 74.0 , 22.0 , 73.0 , 72.0 , 0.0 , 0.00066 , 6.21828 , -1
6149553 , 1 , 56.86716792 , nan , 157.2619128 , nan , nan , 24.6187747906 , 1.49623786 , 971.128530914 , 5.83362 , 0.00011 , 6.32893 , 0.00043 , 0.09184 , 0.19581 , 9.99992 , 0.07517 , 0.16701 , -0.0 , 0.09772 , 135.0 , 20.0 , 124.0 , 124.0 , 0.0 , 0.00069 , 7.16501 , -1
6149553 , 2 , 56.86716792 , nan , 157.2619128 , nan , nan , 24.6187747906 , 1.1056218 , 1307.15754327 , 4.6662 , 0.0001 , 5.16617 , 0.0008 , 0.01874 , 0.20351 , 9.99995 , 0.2274 , 0.24614 , -0.0 , 0.13884 , 26.0 , 26.0 , 25.0 , 27.0 , 0.0 , 0.00071 , 5.76021 , -1
6149553 , 3 , 56.86716792 , nan , 157.2619128 , nan , nan , 24.6187747906 , 3.99082102 , 1340.79541857 , 4.63864 , 9e-05 , 5.09951 , 0.00069 , 0.0255 , 0.19063 , 9.99994 , 0.37636 , 0.40186 , -0.0 , 0.17585 , 34.0 , 8.0 , 39.0 , 38.0 , 0.0 , 0.0007 , 5.76479 , -1
6149553 , 4 , 56.86716792 , nan , 157.2619128 , nan , nan , 24.6187747906 , 0.70402185 , 1528.42642513 , 4.48511 , 0.0001 , 4.94361 , 0.00099 , 0.01303 , 0.21575 , 9.99999 , 0.21855 , 0.23159 , -0.0 , 0.24413 , 18.0 , 18.0 , 19.0 , 19.0 , 0.0 , 0.00071 , 5.94632 , -1
6200715 , 0 , 3.723560726 , 540.0 , 172.17977 , 58.9 , 8.17962058149 , 375.984199808 , 3.71987222 , 939.241772011 , 14.73876 , 0.00013 , 12.16834 , 0.00084 , 0.02789 , 0.03578 , 9.99999 , 0.20782 , 0.23572 , -0.0 , 0.17831 , 44.0 , 9.0 , 44.0 , 44.0 , 0.0 , 0.0003 , 18.35049 , 0.000991076570921
6200715 , 1 , 3.723560726 , 540.0 , 172.17977 , 58.9 , 8.17962058149 , 375.984199808 , 3.72201828 , 972.757185094 , 12.70357 , 0.00012 , 10.55437 , 0.00078 , 0.0355 , 0.23477 , 9.99998 , 0.53445 , 0.56995 , -0.0 , 0.17236 , 46.0 , 8.0 , 52.0 , 47.0 , 0.0 , 0.00029 , 18.33134 , 0.000414325332861
6200715 , 2 , 3.723560726 , 540.0 , 172.17977 , 58.9 , 8.17962058149 , 375.984199808 , 3.72255519 , 1307.87328236 , 13.60544 , 0.00013 , 10.6173 , 0.00079 , 0.03691 , 0.18621 , 9.99999 , 0.37586 , 0.41276 , -0.0 , 0.1939 , 51.0 , 8.0 , 54.0 , 50.0 , 0.0 , 0.00029 , 19.23761 , 0.000270083359256
6200715 , 3 , 3.723560726 , 540.0 , 172.17977 , 58.9 , 8.17962058149 , 375.984199808 , 3.72497317 , 1341.37221609 , 14.70957 , 0.00013 , 11.68196 , 0.00091 , 0.03185 , 0.19579 , 9.99999 , 0.85757 , 0.88942 , -0.0 , 0.1878 , 47.0 , 9.0 , 49.0 , 48.0 , 1e-05 , 0.00029 , 20.99714 , 0.000379254231697
6200715 , 4 , 3.723560726 , 540.0 , 172.17977 , 58.9 , 8.17962058149 , 375.984199808 , 1.23985459 , 1439.46593055 , 5.10536 , 5e-05 , 5.65992 , 0.00024 , 0.04972 , -0.00046 , 9.99997 , 0.46988 , 0.5196 , -0.0 , 0.08453 , 71.0 , 26.0 , 67.0 , 70.0 , 3e-05 , 0.00035 , 5.76509 , -1
6200715 , 5 , 3.723560726 , 540.0 , 172.17977 , 58.9 , 8.17962058149 , 375.984199808 , 3.72255519 , 1527.56638033 , 10.26633 , 8e-05 , 10.312 , 0.00056 , 0.02837 , 0.21339 , 9.99997 , 0.33521 , 0.36358 , -0.0 , 0.22383 , 45.0 , 9.0 , 45.0 , 45.0 , 1e-05 , 0.00032 , 11.71204 , 0.000270083359256
6205405 , 0 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 0.73848267 , 939.771115922 , 4.1701 , 3e-05 , 4.45606 , 0.00017 , 0.048 , 0.2115 , 9.99999 , 0.09438 , 0.14238 , -0.0 , 0.12381 , 66.0 , 40.0 , 66.0 , 67.0 , 2e-05 , 0.00024 , 5.80949 , -1
6205405 , 1 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 0.50817212 , 970.849590759 , 5.70005 , 4e-05 , 6.25264 , 0.00029 , 0.01947 , 0.17367 , 9.99999 , 0.76336 , 0.78283 , -0.0 , 0.27309 , 27.0 , 27.0 , 24.0 , 24.0 , 0.0 , 0.00023 , 6.5111 , -1
6205405 , 2 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 5.44275188 , 1035.43347059 , 6.52763 , 5e-05 , 7.24328 , 0.00039 , 0.01714 , 0.16729 , 9.99999 , 0.33304 , 0.35018 , -0.0 , 0.35772 , 27.0 , 6.0 , 27.0 , 26.0 , 0.0 , 0.00025 , 8.06125 , -1
6205405 , 3 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 5.44217798 , 1312.79010758 , 8.70823 , 5e-05 , 9.62054 , 0.00063 , 0.0117 , 0.19543 , 9.99999 , 0.98336 , 0.99505 , -0.0 , 0.426 , 16.0 , 5.0 , 15.0 , 17.0 , 0.0 , 0.00023 , 10.87231 , -1
6205405 , 4 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 5.43644562 , 1339.99084476 , 6.17718 , 4e-05 , 6.89904 , 0.00043 , 0.00982 , 0.25744 , 9.99998 , 0.23049 , 0.24032 , -0.0 , 0.25828 , 15.0 , 6.0 , 17.0 , 13.0 , 0.0 , 0.00024 , 7.04549 , -1
6205405 , 5 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 1.09288599 , 1374.69741521 , 4.11367 , 4e-05 , 4.5625 , 0.00019 , 0.0608 , 0.20556 , 9.99998 , 0.06632 , 0.12711 , -0.0 , 0.10299 , 84.0 , 28.0 , 84.0 , 84.0 , 4e-05 , 0.00027 , 6.33596 , -1
6205405 , 6 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 0.72403101 , 1440.44525638 , 5.02857 , 4e-05 , 5.47852 , 0.00019 , 0.04363 , -0.00187 , 10.00002 , 0.14598 , 0.18961 , -0.0 , 0.13435 , 60.0 , 40.0 , 63.0 , 64.0 , 0.0 , 0.00026 , 5.76616 , -1
6205405 , 7 , 3.7229369 , 65.2 , 134.6174 , 18.6 , 2.58303807837 , 376.0472008 , 5.43644562 , 1530.32741689 , 6.0061 , 4e-05 , 6.74661 , 0.0004 , 0.01301 , 0.21443 , 9.99998 , 0.35724 , 0.37024 , -0.0 , 0.29234 , 17.0 , 6.0 , 22.0 , 23.0 , 3e-05 , 0.00026 , 6.21098 , -1
