kepid,segno,period_inj,depth,epoch,MES_expect,MES_scaled,ntransits,BLS_Period,BLS_Tc,BLS_SN,BLS_SR,BLS_SDE,BLS_Depth,BLS_Qtran,BLS_Qingress,BLS_OOTmag,BLS_i1,BLS_i2,BLS_deltaChi2,BLS_fraconenight,BLS_Npointsintransit,BLS_Ntransits,BLS_Npointsbeforetransit,BLS_Npointsaftertransit,BLS_Rednoise,BLS_Whitenoise,BLS_SignaltoPinknoise,detect_distance
10015937 , 0 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 12.90059988 , 943.654007784 , 5.03506 , 8e-05 , 5.59298 , 0.0009 , 0.01033 , 0.2519 , 9.99997 , 0.35808 , 0.3684 , -0.0 , 0.72044 , 12.0 , 2.0 , 14.0 , 13.0 , 0.0 , 0.00055 , 5.69304 , -1
10015937 , 1 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 1.86914892 , 971.604062844 , 4.79848 , 8e-05 , 5.3331 , 0.00038 , 0.0408 , 0.05994 , 9.99999 , 0.49524 , 0.53604 , -0.0 , 0.15869 , 49.0 , 15.0 , 58.0 , 56.0 , 0.0 , 0.00054 , 4.97303 , -1
10015937 , 2 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 2.49748142 , 1036.03558247 , 4.28732 , 7e-05 , 4.79802 , 0.00046 , 0.03138 , 0.15712 , 9.99997 , 0.82255 , 0.85393 , -0.0 , 0.19171 , 39.0 , 11.0 , 40.0 , 41.0 , 0.0 , 0.00049 , 5.89293 , -1
10015937 , 3 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 0.71057407 , 1216.33078544 , 4.80033 , 7e-05 , 5.34159 , 0.00072 , 0.01141 , 0.18777 , 9.99999 , 0.79968 , 0.81109 , -0.0 , 0.17513 , 17.0 , 17.0 , 15.0 , 16.0 , 0.0 , 0.0005 , 5.89094 , -1
10015937 , 4 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 2.86643532 , 1307.43306868 , 4.84647 , 7e-05 , 5.17497 , 0.00085 , 0.01158 , 0.17572 , 9.99997 , 0.42419 , 0.43577 , -0.0 , 0.22323 , 15.0 , 11.0 , 19.0 , 18.0 , 7e-05 , 0.00051 , 6.37629 , -1
10015937 , 5 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 10.3457052 , 1350.87577535 , 4.33346 , 8e-05 , 4.83147 , 0.00087 , 0.01063 , 0.25763 , 9.99998 , 0.81305 , 0.82369 , -0.0 , 0.64114 , 12.0 , 2.0 , 10.0 , 10.0 , 0.0 , 0.00054 , 5.63338 , -1
10015937 , 6 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 0.61518184 , 1374.95088265 , 4.34295 , 7e-05 , 4.63251 , 0.00075 , 0.01103 , 0.24581 , 9.99998 , 0.64498 , 0.65601 , -0.0 , 0.25568 , 13.0 , 13.0 , 15.0 , 15.0 , 0.0 , 0.00049 , 5.56828 , -1
10015937 , 7 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 0.82235386 , 1440.94961784 , 5.47949 , 7e-05 , 6.11397 , 0.00057 , 0.0199 , 0.18765 , 10.00004 , 0.27853 , 0.29844 , -0.0 , 0.21545 , 27.0 , 27.0 , 27.0 , 32.0 , 0.0 , 0.00049 , 6.07643 , -1
10015937 , 8 , 59.6585348 , 1043.8 , 168.08764 , 21.2 , 2.94410791728 , 23.466885412 , 4.392628 , 1531.50936657 , 5.03936 , 8e-05 , 5.55527 , 0.0008 , 0.01085 , 0.24819 , 10.00004 , 0.88122 , 0.89207 , -0.0 , 0.47232 , 14.0 , 7.0 , 17.0 , 18.0 , 3e-05 , 0.0005 , 5.89036 , -1
10019708 , 0 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.27017205 , 941.57442499 , 14.31693 , 0.00165 , 9.93407 , 0.00936 , 0.04624 , 0.21599 , 10.00002 , 0.69893 , 0.74517 , -4e-05 , 0.12205 , 63.0 , 9.0 , 66.0 , 52.0 , 0.00021 , 0.0004 , 106.9273 , 0.000451762661396
10019708 , 1 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.27017205 , 970.992856461 , 14.36088 , 0.00164 , 10.10231 , 0.00922 , 0.04561 , 0.18905 , 10.00001 , 0.17873 , 0.22434 , -4e-05 , 0.12483 , 63.0 , 9.0 , 63.0 , 60.0 , 0.00014 , 0.00037 , 138.89897 , 0.000451762661396
10019708 , 2 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.26975771 , 1036.36774815 , 13.70103 , 0.00161 , 9.5978 , 0.00907 , 0.04759 , 0.23142 , 10.00001 , 0.74927 , 0.79686 , -3e-05 , 0.12568 , 64.0 , 9.0 , 63.0 , 65.0 , 0.00026 , 0.00043 , 87.8484 , 0.000325051825044
10019708 , 3 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.26624001 , 1307.6848895 , 13.83521 , 0.00157 , 9.66746 , 0.00882 , 0.04761 , 0.22051 , 10.00001 , 0.27424 , 0.32185 , -3e-05 , 0.12402 , 68.0 , 9.0 , 64.0 , 65.0 , 0.00033 , 0.00053 , 69.35096 , 0.00075135620491
10019708 , 4 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.27017205 , 1343.62415321 , 14.45942 , 0.00163 , 10.04711 , 0.00929 , 0.04599 , 0.20452 , 9.99998 , 0.6922 , 0.73819 , -4e-05 , 0.12218 , 66.0 , 9.0 , 63.0 , 60.0 , 0.00018 , 0.00039 , 121.34021 , 0.000451762661396
10019708 , 5 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.2685153 , 1376.3185915 , 14.51803 , 0.00161 , 10.22633 , 0.0092 , 0.04606 , 0.20391 , 9.99999 , 0.78664 , 0.8327 , -4e-05 , 0.11848 , 67.0 , 9.0 , 61.0 , 62.0 , 0.00018 , 0.00037 , 124.12929 , 5.49904288212e-05
10019708 , 6 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.26996487 , 1438.41552741 , 15.20018 , 0.00171 , 10.26067 , 0.00903 , 0.04693 , 0.19765 , 9.99978 , 0.11766 , 0.1646 , -4e-05 , 0.10078 , 79.0 , 11.0 , 80.0 , 70.0 , 0.00028 , 0.00048 , 89.34679 , 0.000388406192428
10019708 , 7 , 3.268695042 , 10091.0 , 137.4817205 , 1429.9 , 198.5745241 , 428.305480325 , 3.26603332 , 1526.68898331 , 14.53288 , 0.00163 , 9.95111 , 0.00908 , 0.0493 , 0.24895 , 10.00003 , 0.03604 , 0.08535 , -4e-05 , 0.10462 , 74.0 , 10.0 , 65.0 , 70.0 , 0.00031 , 0.00054 , 77.46549 , 0.000814638911536
10019708 , 0 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.27017205 , 941.57442499 , 14.31693 , 0.00165 , 9.93407 , 0.00936 , 0.04624 , 0.21599 , 10.00002 , 0.69893 , 0.74517 , -4e-05 , 0.12205 , 63.0 , 9.0 , 66.0 , 52.0 , 0.00021 , 0.0004 , 106.9273 , -1
10019708 , 1 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.27017205 , 970.992856461 , 14.36088 , 0.00164 , 10.10231 , 0.00922 , 0.04561 , 0.18905 , 10.00001 , 0.17873 , 0.22434 , -4e-05 , 0.12483 , 63.0 , 9.0 , 63.0 , 60.0 , 0.00014 , 0.00037 , 138.89897 , -1
10019708 , 2 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.26975771 , 1036.36774815 , 13.70103 , 0.00161 , 9.5978 , 0.00907 , 0.04759 , 0.23142 , 10.00001 , 0.74927 , 0.79686 , -3e-05 , 0.12568 , 64.0 , 9.0 , 63.0 , 65.0 , 0.00026 , 0.00043 , 87.8484 , -1
10019708 , 3 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.26624001 , 1307.6848895 , 13.83521 , 0.00157 , 9.66746 , 0.00882 , 0.04761 , 0.22051 , 10.00001 , 0.27424 , 0.32185 , -3e-05 , 0.12402 , 68.0 , 9.0 , 64.0 , 65.0 , 0.00033 , 0.00053 , 69.35096 , -1
10019708 , 4 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.27017205 , 1343.62415321 , 14.45942 , 0.00163 , 10.04711 , 0.00929 , 0.04599 , 0.20452 , 9.99998 , 0.6922 , 0.73819 , -4e-05 , 0.12218 , 66.0 , 9.0 , 63.0 , 60.0 , 0.00018 , 0.00039 , 121.34021 , -1
10019708 , 5 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.2685153 , 1376.3185915 , 14.51803 , 0.00161 , 10.22633 , 0.0092 , 0.04606 , 0.20391 , 9.99999 , 0.78664 , 0.8327 , -4e-05 , 0.11848 , 67.0 , 9.0 , 61.0 , 62.0 , 0.00018 , 0.00037 , 124.12929 , -1
10019708 , 6 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.26996487 , 1438.41552741 , 15.20018 , 0.00171 , 10.26067 , 0.00903 , 0.04693 , 0.19765 , 9.99978 , 0.11766 , 0.1646 , -4e-05 , 0.10078 , 79.0 , 11.0 , 80.0 , 70.0 , 0.00028 , 0.00048 , 89.34679 , -1
10019708 , 7 , 8.78458274 , 210.8 , 135.37812 , 25.9 , 3.59681108762 , 159.370119383 , 3.26603332 , 1526.68898331 , 14.53288 , 0.00163 , 9.95111 , 0.00908 , 0.0493 , 0.24895 , 10.00003 , 0.03604 , 0.08535 , -4e-05 , 0.10462 , 74.0 , 10.0 , 65.0 , 70.0 , 0.00031 , 0.00054 , 77.46549 , -1
10028792 , 0 , 114.73658 , 4850.0 , 165.150671 , 230.6 , 32.0241172511 , 12.2018627364 , 15.37559101 , 952.92244039 , 5.85923 , 0.00021 , 5.01142 , 0.00138 , 0.03024 , 0.16438 , 10.0 , 0.92302 , 0.95326 , -0.0 , 0.98067 , 42.0 , 2.0 , 42.0 , 43.0 , 0.00016 , 0.00042 , 10.77937 , -1
10028792 , 1 , 114.73658 , 4850.0 , 165.150671 , 230.6 , 32.0241172511 , 12.2018627364 , 0.99182542 , 971.486049013 , 4.9039 , 4e-05 , 5.40437 , 0.00029 , 0.02481 , 0.19769 , 9.99999 , 0.92266 , 0.94747 , -0.0 , 0.12552 , 35.0 , 29.0 , 34.0 , 35.0 , 0.0 , 0.00026 , 6.69732 , -1
10028792 , 2 , 114.73658 , 4850.0 , 165.150671 , 230.6 , 32.0241172511 , 12.2018627364 , 13.45553322 , 1312.52476653 , 5.70007 , 0.00019 , 4.62738 , 0.0013 , 0.03486 , 0.21703 , 10.00002 , 0.4374 , 0.47226 , -0.0 , 0.58483 , 43.0 , 2.0 , 43.0 , 46.0 , 0.00012 , 0.00041 , 12.35535 , -1
10028792 , 3 , 114.73658 , 4850.0 , 165.150671 , 230.6 , 32.0241172511 , 12.2018627364 , 0.66717345 , 1340.20021532 , 4.12917 , 3e-05 , 4.50836 , 0.00036 , 0.01111 , 0.23601 , 9.99999 , 0.38929 , 0.4004 , -0.0 , 0.16724 , 17.0 , 17.0 , 17.0 , 17.0 , 0.0 , 0.00026 , 5.60162 , -1
10028792 , 4 , 114.73658 , 4850.0 , 165.150671 , 230.6 , 32.0241172511 , 12.2018627364 , 15.94562488 , 1541.98308515 , 6.52794 , 0.0002 , 5.42096 , 0.00147 , 0.02852 , 0.10183 , 10.00005 , 0.92272 , 0.95124 , -0.0 , 0.9913 , 32.0 , 2.0 , 44.0 , 21.0 , 0.00012 , 0.0004 , 13.37146 , -1
10028792 , 0 , 191.239133 , 1061.2 , 286.22034 , 36.8 , 5.11052695074 , 7.3206774055 , 15.37559101 , 952.92244039 , 5.85923 , 0.00021 , 5.01142 , 0.00138 , 0.03024 , 0.16438 , 10.0 , 0.92302 , 0.95326 , -0.0 , 0.98067 , 42.0 , 2.0 , 42.0 , 43.0 , 0.00016 , 0.00042 , 10.77937 , -1
10028792 , 1 , 191.239133 , 1061.2 , 286.22034 , 36.8 , 5.11052695074 , 7.3206774055 , 0.99182542 , 971.486049013 , 4.9039 , 4e-05 , 5.40437 , 0.00029 , 0.02481 , 0.19769 , 9.99999 , 0.92266 , 0.94747 , -0.0 , 0.12552 , 35.0 , 29.0 , 34.0 , 35.0 , 0.0 , 0.00026 , 6.69732 , -1
10028792 , 2 , 191.239133 , 1061.2 , 286.22034 , 36.8 , 5.11052695074 , 7.3206774055 , 13.45553322 , 1312.52476653 , 5.70007 , 0.00019 , 4.62738 , 0.0013 , 0.03486 , 0.21703 , 10.00002 , 0.4374 , 0.47226 , -0.0 , 0.58483 , 43.0 , 2.0 , 43.0 , 46.0 , 0.00012 , 0.00041 , 12.35535 , -1
10028792 , 3 , 191.239133 , 1061.2 , 286.22034 , 36.8 , 5.11052695074 , 7.3206774055 , 0.66717345 , 1340.20021532 , 4.12917 , 3e-05 , 4.50836 , 0.00036 , 0.01111 , 0.23601 , 9.99999 , 0.38929 , 0.4004 , -0.0 , 0.16724 , 17.0 , 17.0 , 17.0 , 17.0 , 0.0 , 0.00026 , 5.60162 , -1
10028792 , 4 , 191.239133 , 1061.2 , 286.22034 , 36.8 , 5.11052695074 , 7.3206774055 , 15.94562488 , 1541.98308515 , 6.52794 , 0.0002 , 5.42096 , 0.00147 , 0.02852 , 0.10183 , 10.00005 , 0.92272 , 0.95124 , -0.0 , 0.9913 , 32.0 , 2.0 , 44.0 , 21.0 , 0.00012 , 0.0004 , 13.37146 , -1
10028792 , 0 , 5.83393857 , 134.4 , 132.63426 , 17.6 , 2.4441650634 , 239.975101418 , 15.37559101 , 952.92244039 , 5.85923 , 0.00021 , 5.01142 , 0.00138 , 0.03024 , 0.16438 , 10.0 , 0.92302 , 0.95326 , -0.0 , 0.98067 , 42.0 , 2.0 , 42.0 , 43.0 , 0.00016 , 0.00042 , 10.77937 , -1
10028792 , 1 , 5.83393857 , 134.4 , 132.63426 , 17.6 , 2.4441650634 , 239.975101418 , 0.99182542 , 971.486049013 , 4.9039 , 4e-05 , 5.40437 , 0.00029 , 0.02481 , 0.19769 , 9.99999 , 0.92266 , 0.94747 , -0.0 , 0.12552 , 35.0 , 29.0 , 34.0 , 35.0 , 0.0 , 0.00026 , 6.69732 , -1
10028792 , 2 , 5.83393857 , 134.4 , 132.63426 , 17.6 , 2.4441650634 , 239.975101418 , 13.45553322 , 1312.52476653 , 5.70007 , 0.00019 , 4.62738 , 0.0013 , 0.03486 , 0.21703 , 10.00002 , 0.4374 , 0.47226 , -0.0 , 0.58483 , 43.0 , 2.0 , 43.0 , 46.0 , 0.00012 , 0.00041 , 12.35535 , -1
10028792 , 3 , 5.83393857 , 134.4 , 132.63426 , 17.6 , 2.4441650634 , 239.975101418 , 0.66717345 , 1340.20021532 , 4.12917 , 3e-05 , 4.50836 , 0.00036 , 0.01111 , 0.23601 , 9.99999 , 0.38929 , 0.4004 , -0.0 , 0.16724 , 17.0 , 17.0 , 17.0 , 17.0 , 0.0 , 0.00026 , 5.60162 , -1
10028792 , 4 , 5.83393857 , 134.4 , 132.63426 , 17.6 , 2.4441650634 , 239.975101418 , 15.94562488 , 1541.98308515 , 6.52794 , 0.0002 , 5.42096 , 0.00147 , 0.02852 , 0.10183 , 10.00005 , 0.92272 , 0.95124 , -0.0 , 0.9913 , 32.0 , 2.0 , 44.0 , 21.0 , 0.00012 , 0.0004 , 13.37146 , -1
10028792 , 0 , 8.9772888 , 97.5 , 133.44748 , 10.3 , 1.43039205415 , 155.949087881 , 15.37559101 , 952.92244039 , 5.85923 , 0.00021 , 5.01142 , 0.00138 , 0.03024 , 0.16438 , 10.0 , 0.92302 , 0.95326 , -0.0 , 0.98067 , 42.0 , 2.0 , 42.0 , 43.0 , 0.00016 , 0.00042 , 10.77937 , -1
10028792 , 1 , 8.9772888 , 97.5 , 133.44748 , 10.3 , 1.43039205415 , 155.949087881 , 0.99182542 , 971.486049013 , 4.9039 , 4e-05 , 5.40437 , 0.00029 , 0.02481 , 0.19769 , 9.99999 , 0.92266 , 0.94747 , -0.0 , 0.12552 , 35.0 , 29.0 , 34.0 , 35.0 , 0.0 , 0.00026 , 6.69732 , -1
10028792 , 2 , 8.9772888 , 97.5 , 133.44748 , 10.3 , 1.43039205415 , 155.949087881 , 13.45553322 , 1312.52476653 , 5.70007 , 0.00019 , 4.62738 , 0.0013 , 0.03486 , 0.21703 , 10.00002 , 0.4374 , 0.47226 , -0.0 , 0.58483 , 43.0 , 2.0 , 43.0 , 46.0 , 0.00012 , 0.00041 , 12.35535 , -1
10028792 , 3 , 8.9772888 , 97.5 , 133.44748 , 10.3 , 1.43039205415 , 155.949087881 , 0.66717345 , 1340.20021532 , 4.12917 , 3e-05 , 4.50836 , 0.00036 , 0.01111 , 0.23601 , 9.99999 , 0.38929 , 0.4004 , -0.0 , 0.16724 , 17.0 , 17.0 , 17.0 , 17.0 , 0.0 , 0.00026 , 5.60162 , -1
10028792 , 4 , 8.9772888 , 97.5 , 133.44748 , 10.3 , 1.43039205415 , 155.949087881 , 15.94562488 , 1541.98308515 , 6.52794 , 0.0002 , 5.42096 , 0.00147 , 0.02852 , 0.10183 , 10.00005 , 0.92272 , 0.95124 , -0.0 , 0.9913 , 32.0 , 2.0 , 44.0 , 21.0 , 0.00012 , 0.0004 , 13.37146 , -1
10080248 , 0 , 14.8783945 , 322.8 , 142.96841 , 22.9 , 3.18019204272 , 94.0961741537 , 1.74102817 , 938.364191401 , 4.54707 , 6e-05 , 5.10281 , 0.00029 , 0.05486 , 0.18791 , 9.99999 , 0.16565 , 0.22051 , -0.0 , 0.13139 , 81.0 , 18.0 , 78.0 , 78.0 , 0.0 , 0.00045 , 5.86015 , -1
10080248 , 1 , 14.8783945 , 322.8 , 142.96841 , 22.9 , 3.18019204272 , 94.0961741537 , 0.62682968 , 970.370765666 , 4.53534 , 6e-05 , 4.99038 , 0.00027 , 0.0829 , 0.20483 , 10.0 , 0.27837 , 0.36127 , -0.0 , 0.10873 , 117.0 , 48.0 , 109.0 , 110.0 , 0.0 , 0.00046 , 6.28369 , -1
10080248 , 2 , 14.8783945 , 322.8 , 142.96841 , 22.9 , 3.18019204272 , 94.0961741537 , 1.14351712 , 1034.40551004 , 5.34885 , 6e-05 , 5.78247 , 0.0003 , 0.04168 , 0.01529 , 9.99996 , 0.34867 , 0.39035 , -0.0 , 0.11276 , 57.0 , 25.0 , 59.0 , 56.0 , 0.0 , 0.00042 , 5.4075 , -1
10080248 , 3 , 14.8783945 , 322.8 , 142.96841 , 22.9 , 3.18019204272 , 94.0961741537 , 3.35302698 , 1309.56365863 , 4.78023 , 6e-05 , 5.30449 , 0.0006 , 0.01091 , 0.24895 , 10.0 , 0.71113 , 0.72203 , -0.0 , 0.36334 , 14.0 , 8.0 , 13.0 , 14.0 , 0.0 , 0.00044 , 5.17377 , -1
10080248 , 4 , 14.8783945 , 322.8 , 142.96841 , 22.9 , 3.18019204272 , 94.0961741537 , 1.86388386 , 1340.08677491 , 4.56555 , 6e-05 , 5.12682 , 0.00048 , 0.01919 , 0.14532 , 9.99999 , 0.37789 , 0.39707 , -0.0 , 0.22997 , 28.0 , 17.0 , 27.0 , 30.0 , 3e-05 , 0.00043 , 5.94414 , -1
10080248 , 5 , 14.8783945 , 322.8 , 142.96841 , 22.9 , 3.18019204272 , 94.0961741537 , 0.54040551 , 1374.09745763 , 4.45665 , 6e-05 , 4.96676 , 0.00028 , 0.04824 , 0.26098 , 9.99998 , 0.4227 , 0.47094 , -0.0 , 0.10478 , 65.0 , 53.0 , 68.0 , 65.0 , 0.0 , 0.00041 , 5.42211 , -1
10080248 , 6 , 14.8783945 , 322.8 , 142.96841 , 22.9 , 3.18019204272 , 94.0961741537 , 0.84299841 , 1441.95673037 , 4.24322 , 6e-05 , 4.69845 , 0.00024 , 0.08998 , 0.22344 , 9.99998 , 0.04951 , 0.13949 , -0.0 , 0.083 , 123.0 , 35.0 , 122.0 , 126.0 , 0.0 , 0.00042 , 6.32895 , -1
10098540 , 0 , 286.02266 , 1036.0 , 373.7304 , 9.8 , 1.36095554667 , 4.89471708291 , 7.85723265 , 942.810256276 , 4.4965 , 9e-05 , 4.95277 , 0.00085 , 0.01339 , 0.11828 , 9.99949 , 0.45892 , 0.4723 , -0.0 , 0.33847 , 21.0 , 4.0 , 21.0 , 18.0 , 8e-05 , 0.00063 , 5.93 , -1
10098540 , 1 , 286.02266 , 1036.0 , 373.7304 , 9.8 , 1.36095554667 , 4.89471708291 , 0.78636933 , 970.869209719 , 3.94463 , 9e-05 , 4.26269 , 0.00085 , 0.01383 , 0.15777 , 10.00055 , 0.41398 , 0.42781 , -0.0 , 0.22142 , 20.0 , 20.0 , 19.0 , 18.0 , 0.0 , 0.00065 , 5.87287 , -1
10098540 , 2 , 286.02266 , 1036.0 , 373.7304 , 9.8 , 1.36095554667 , 4.89471708291 , 1.39796053 , 1307.39242197 , 4.56582 , 9e-05 , 5.02965 , 0.00037 , 0.07652 , 0.23254 , 10.00121 , 0.40511 , 0.48163 , -0.0 , 0.09239 , 108.0 , 21.0 , 108.0 , 110.0 , 0.00011 , 0.00063 , 5.6429 , -1
10098540 , 3 , 286.02266 , 1036.0 , 373.7304 , 9.8 , 1.36095554667 , 4.89471708291 , 0.79794328 , 1342.05347363 , 4.64263 , 9e-05 , 5.16123 , 0.00077 , 0.01604 , 0.24277 , 10.00081 , 0.74963 , 0.76567 , -0.0 , 0.21082 , 24.0 , 24.0 , 22.0 , 20.0 , 0.0 , 0.00062 , 6.07775 , -1
10123064 , 0 , 4.243748097 , 1409.7 , 173.563074 , 139.8 , 19.4144474922 , 329.89705515 , 4.24172789 , 941.685687064 , 13.37769 , 0.00017 , 11.26221 , 0.00121 , 0.0351 , 0.21586 , 9.99974 , 0.75805 , 0.79315 , -0.0 , 0.19559 , 41.0 , 7.0 , 46.0 , 44.0 , 4e-05 , 0.00038 , 19.57449 , 0.00047615643556
10123064 , 1 , 4.243748097 , 1409.7 , 173.563074 , 139.8 , 19.4144474922 , 329.89705515 , 4.24731288 , 1035.03205512 , 13.47635 , 0.00019 , 10.77604 , 0.00117 , 0.03251 , 0.16402 , 9.99991 , 0.29825 , 0.33077 , -0.0 , 0.1863 , 47.0 , 7.0 , 44.0 , 41.0 , 5e-05 , 0.00035 , 21.48024 , 0.000839655494091
10123064 , 2 , 4.243748097 , 1409.7 , 173.563074 , 139.8 , 19.4144474922 , 329.89705515 , 4.24382054 , 1310.88763267 , 12.93199 , 0.0002 , 10.3661 , 0.00133 , 0.03644 , 0.20474 , 10.00039 , 0.93697 , 0.97341 , -0.0 , 0.19411 , 45.0 , 7.0 , 51.0 , 47.0 , 6e-05 , 0.00037 , 22.16847 , 1.70703774186e-05
10123064 , 3 , 4.243748097 , 1409.7 , 173.563074 , 139.8 , 19.4144474922 , 329.89705515 , 4.24312276 , 1340.5953048 , 14.25526 , 0.00022 , 10.7531 , 0.00125 , 0.03559 , 0.11561 , 10.0001 , 0.31569 , 0.35128 , -0.0 , 0.18465 , 54.0 , 8.0 , 56.0 , 56.0 , 9e-05 , 0.0004 , 19.85679 , 0.000147365739514
10123064 , 4 , 4.243748097 , 1409.7 , 173.563074 , 139.8 , 19.4144474922 , 329.89705515 , 4.24906121 , 1374.53160549 , 11.95078 , 0.00018 , 10.08901 , 0.00109 , 0.0322 , 0.21141 , 9.99964 , 0.119 , 0.1512 , -0.0 , 0.19961 , 52.0 , 8.0 , 47.0 , 44.0 , 0.00013 , 0.00037 , 15.73855 , 0.00125120270759
10123064 , 5 , 4.243748097 , 1409.7 , 173.563074 , 139.8 , 19.4144474922 , 329.89705515 , 4.24486764 , 1442.4436349 , 13.17316 , 0.00021 , 10.25818 , 0.0013 , 0.03679 , 0.19392 , 10.00102 , 0.31737 , 0.35416 , -0.0 , 0.20968 , 52.0 , 7.0 , 50.0 , 48.0 , 5e-05 , 0.00035 , 25.07824 , 0.000263775163039
10130646 , 0 , 390.40832 , 251.9 , 265.436 , 8.5 , 1.18042062721 , 3.58598915105 , 6.02541999 , 941.30301729 , 4.42288 , 2e-05 , 4.86081 , 0.00013 , 0.04255 , 0.24062 , 10.00089 , 0.4273 , 0.46985 , -0.0 , 0.33739 , 60.0 , 5.0 , 58.0 , 56.0 , 1e-05 , 0.00017 , 5.87753 , -1
10130646 , 1 , 390.40832 , 251.9 , 265.436 , 8.5 , 1.18042062721 , 3.58598915105 , 14.83637173 , 970.566064043 , 6.831 , 4e-05 , 6.9841 , 0.00025 , 0.02033 , 0.01151 , 10.00006 , 0.0 , 0.02033 , -0.0 , 0.37331 , 35.0 , 3.0 , 28.0 , 27.0 , 2e-05 , 0.00018 , 7.66065 , -1
10130646 , 2 , 390.40832 , 251.9 , 265.436 , 8.5 , 1.18042062721 , 3.58598915105 , 0.59558178 , 1034.01250802 , 5.21279 , 3e-05 , 5.7614 , 0.00037 , 0.00924 , 0.23903 , 9.99982 , 0.07997 , 0.08921 , -0.0 , 0.32815 , 13.0 , 13.0 , 13.0 , 13.0 , 0.0 , 0.00018 , 7.35685 , -1
10130646 , 3 , 390.40832 , 251.9 , 265.436 , 8.5 , 1.18042062721 , 3.58598915105 , 14.96542951 , 1306.41360884 , 6.63133 , 4e-05 , 6.82822 , 0.00025 , 0.02028 , 0.02211 , 10.00068 , 0.0 , 0.02028 , -0.0 , 0.72312 , 31.0 , 3.0 , 29.0 , 29.0 , 0.0 , 0.00018 , 7.80987 , -1
10130646 , 4 , 390.40832 , 251.9 , 265.436 , 8.5 , 1.18042062721 , 3.58598915105 , 0.90739437 , 1338.1447854 , 5.31667 , 2e-05 , 5.75401 , 0.00027 , 0.01 , 0.25 , 10.00062 , 0.475 , 0.485 , -0.0 , 0.1806 , 16.0 , 16.0 , 16.0 , 15.0 , 0.0 , 0.00017 , 6.1511 , -1
10130646 , 5 , 390.40832 , 251.9 , 265.436 , 8.5 , 1.18042062721 , 3.58598915105 , 0.62590988 , 1375.5646119 , 4.08129 , 3e-05 , 4.36848 , 0.00029 , 0.01008 , 0.25196 , 10.00001 , 0.73399 , 0.74406 , -0.0 , 0.16457 , 13.0 , 13.0 , 14.0 , 14.0 , 0.0 , 0.00019 , 5.56533 , -1
10130646 , 6 , 390.40832 , 251.9 , 265.436 , 8.5 , 1.18042062721 , 3.58598915105 , 3.79481244 , 1440.8802389 , 4.49417 , 2e-05 , 4.74836 , 0.00022 , 0.01967 , 0.16572 , 9.99984 , 0.78292 , 0.80259 , -0.0 , 0.25144 , 28.0 , 8.0 , 30.0 , 29.0 , 4e-05 , 0.00018 , 5.94645 , -1
10157573 , 0 , 5.115750935 , 1055.8 , 173.26599 , 51.8 , 7.19362217523 , 273.664613033 , 5.11683776 , 940.62074984 , 10.84988 , 0.0001 , 11.29946 , 0.00096 , 0.01726 , 0.18595 , 10.00001 , 0.25847 , 0.27573 , -0.0 , 0.27434 , 24.0 , 6.0 , 24.0 , 26.0 , 0.0 , 0.00037 , 12.82376 , 0.000212424252043
